area_name,year,analysis
Bhundiya  ,2025,Predicted growth class: low | Model confidence: 99.9% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2026,Predicted growth class: high | Model confidence: 96.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2027,Predicted growth class: high | Model confidence: 97.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2028,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2029,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2030,Predicted growth class: high | Model confidence: 98.1% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2031,Predicted growth class: high | Model confidence: 98.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2032,Predicted growth class: high | Model confidence: 98.1% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2033,Predicted growth class: high | Model confidence: 98.2% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2034,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2035,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2036,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2037,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2038,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2039,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 17/ GEB Colony,2040,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 17/TPS,2025,Predicted growth class: medium | Model confidence: 86.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 17/TPS,2026,Predicted growth class: medium | Model confidence: 83.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 17/TPS,2027,Predicted growth class: medium | Model confidence: 86.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 17/TPS,2028,Predicted growth class: medium | Model confidence: 84.8% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 17/TPS,2029,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 17/TPS,2030,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 17/TPS,2031,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 17/TPS,2032,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 17/TPS,2033,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 17/TPS,2034,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 17/TPS,2035,Predicted growth class: medium | Model confidence: 76.4% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 17/TPS,2036,Predicted growth class: medium | Model confidence: 76.1% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 17/TPS,2037,Predicted growth class: medium | Model confidence: 76.1% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 17/TPS,2038,Predicted growth class: medium | Model confidence: 61.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 17/TPS,2039,Predicted growth class: medium | Model confidence: 61.4% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 17/TPS,2040,Predicted growth class: medium | Model confidence: 54.3% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 18,2025,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 18,2026,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 18,2027,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 18,2028,Predicted growth class: medium | Model confidence: 98.4% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 18,2029,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 18,2030,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 18,2031,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 18,2032,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 18,2033,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 18,2034,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 18,2035,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 18,2036,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 18,2037,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 18,2038,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 18,2039,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 18,2040,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 19,2025,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 19,2026,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 19,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 19,2028,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 19,2029,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 19,2030,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 19,2031,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 19,2032,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 19,2033,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 19,2034,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 19,2035,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 19,2036,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 19,2037,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 19,2038,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 19,2039,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 19,2040,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 2,2025,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 2,2026,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 2,2027,Predicted growth class: medium | Model confidence: 97.6% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 2,2028,Predicted growth class: medium | Model confidence: 97.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 2,2029,Predicted growth class: medium | Model confidence: 97.5% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 2,2030,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 2,2031,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 2,2032,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 2,2033,Predicted growth class: medium | Model confidence: 97.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 2,2034,Predicted growth class: medium | Model confidence: 97.6% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 2,2035,Predicted growth class: medium | Model confidence: 97.7% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 2,2036,Predicted growth class: medium | Model confidence: 97.7% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 2,2037,Predicted growth class: medium | Model confidence: 97.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 2,2038,Predicted growth class: medium | Model confidence: 97.7% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 2,2039,Predicted growth class: medium | Model confidence: 97.7% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 2,2040,Predicted growth class: medium | Model confidence: 97.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 20,2025,Predicted growth class: medium | Model confidence: 66.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 20,2026,Predicted growth class: medium | Model confidence: 65.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 20,2027,Predicted growth class: high | Model confidence: 60.1% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 20,2028,Predicted growth class: medium | Model confidence: 64.4% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 20,2029,Predicted growth class: medium | Model confidence: 64.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 20,2030,Predicted growth class: medium | Model confidence: 65.6% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 20,2031,Predicted growth class: medium | Model confidence: 69.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 20,2032,Predicted growth class: medium | Model confidence: 58.8% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 20,2033,Predicted growth class: medium | Model confidence: 70.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 20,2034,Predicted growth class: medium | Model confidence: 63.0% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 20,2035,Predicted growth class: medium | Model confidence: 51.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 20,2036,Predicted growth class: high | Model confidence: 50.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 20,2037,Predicted growth class: high | Model confidence: 64.3% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 20,2038,Predicted growth class: high | Model confidence: 74.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 20,2039,Predicted growth class: high | Model confidence: 77.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 20,2040,Predicted growth class: high | Model confidence: 77.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 21,2025,Predicted growth class: high | Model confidence: 82.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 21,2026,Predicted growth class: high | Model confidence: 67.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 21,2027,Predicted growth class: high | Model confidence: 85.7% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 21,2028,Predicted growth class: high | Model confidence: 61.4% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 21,2029,Predicted growth class: high | Model confidence: 75.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 21,2030,Predicted growth class: high | Model confidence: 83.5% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 21,2031,Predicted growth class: high | Model confidence: 83.2% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 21,2032,Predicted growth class: high | Model confidence: 91.0% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 21,2033,Predicted growth class: high | Model confidence: 93.7% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 21,2034,Predicted growth class: high | Model confidence: 93.6% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 21,2035,Predicted growth class: high | Model confidence: 93.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 21,2036,Predicted growth class: high | Model confidence: 93.7% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 21,2037,Predicted growth class: high | Model confidence: 93.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 21,2038,Predicted growth class: high | Model confidence: 93.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 21,2039,Predicted growth class: high | Model confidence: 93.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 21,2040,Predicted growth class: high | Model confidence: 93.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 22,2025,Predicted growth class: high | Model confidence: 98.1% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 22,2026,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 22,2027,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 22,2028,Predicted growth class: high | Model confidence: 97.6% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 22,2029,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 22,2030,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 22,2031,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 22,2032,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 22,2033,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 22,2034,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 22,2035,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 22,2036,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 22,2037,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 22,2038,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 22,2039,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 22,2040,Predicted growth class: high | Model confidence: 97.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 23,2025,Predicted growth class: low | Model confidence: 96.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 23,2026,Predicted growth class: low | Model confidence: 88.9% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 23,2027,Predicted growth class: low | Model confidence: 83.0% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 23,2028,Predicted growth class: low | Model confidence: 81.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 23,2029,Predicted growth class: low | Model confidence: 84.9% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 23,2030,Predicted growth class: low | Model confidence: 88.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 23,2031,Predicted growth class: low | Model confidence: 90.2% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 23,2032,Predicted growth class: low | Model confidence: 90.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 23,2033,Predicted growth class: low | Model confidence: 89.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 23,2034,Predicted growth class: low | Model confidence: 87.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 23,2035,Predicted growth class: low | Model confidence: 80.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 23,2036,Predicted growth class: low | Model confidence: 79.7% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 23,2037,Predicted growth class: low | Model confidence: 81.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 23,2038,Predicted growth class: low | Model confidence: 72.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 23,2039,Predicted growth class: medium | Model confidence: 76.3% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 23,2040,Predicted growth class: medium | Model confidence: 83.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 24,2025,Predicted growth class: medium | Model confidence: 97.5% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 24,2026,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 24,2027,Predicted growth class: medium | Model confidence: 98.0% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 24,2028,Predicted growth class: medium | Model confidence: 98.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 24,2029,Predicted growth class: medium | Model confidence: 98.3% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 24,2030,Predicted growth class: medium | Model confidence: 98.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 24,2031,Predicted growth class: medium | Model confidence: 98.0% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 24,2032,Predicted growth class: medium | Model confidence: 98.0% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 24,2033,Predicted growth class: medium | Model confidence: 98.1% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 24,2034,Predicted growth class: medium | Model confidence: 98.1% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 24,2035,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 24,2036,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 24,2037,Predicted growth class: medium | Model confidence: 98.1% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 24,2038,Predicted growth class: medium | Model confidence: 97.6% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 24,2039,Predicted growth class: medium | Model confidence: 97.4% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 24,2040,Predicted growth class: medium | Model confidence: 94.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 25,2025,Predicted growth class: high | Model confidence: 98.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 25,2026,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 25,2027,Predicted growth class: high | Model confidence: 99.5% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 25,2028,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 25,2029,Predicted growth class: high | Model confidence: 99.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 25,2030,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 25,2031,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 25,2032,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 25,2033,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 25,2034,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 25,2035,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 25,2036,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 25,2037,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 25,2038,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 25,2039,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 25,2040,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 26,2025,Predicted growth class: medium | Model confidence: 96.6% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 26,2026,Predicted growth class: medium | Model confidence: 94.4% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 26,2027,Predicted growth class: medium | Model confidence: 93.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 26,2028,Predicted growth class: medium | Model confidence: 94.8% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 26,2029,Predicted growth class: medium | Model confidence: 92.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 26,2030,Predicted growth class: medium | Model confidence: 81.4% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 26,2031,Predicted growth class: high | Model confidence: 56.8% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 26,2032,Predicted growth class: high | Model confidence: 61.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 26,2033,Predicted growth class: high | Model confidence: 65.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 26,2034,Predicted growth class: high | Model confidence: 65.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 26,2035,Predicted growth class: high | Model confidence: 66.7% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 26,2036,Predicted growth class: high | Model confidence: 66.9% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 26,2037,Predicted growth class: high | Model confidence: 66.8% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 26,2038,Predicted growth class: high | Model confidence: 67.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 26,2039,Predicted growth class: high | Model confidence: 62.5% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 26,2040,Predicted growth class: high | Model confidence: 63.8% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 27,2025,Predicted growth class: medium | Model confidence: 76.1% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 27,2026,Predicted growth class: medium | Model confidence: 94.8% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 27,2027,Predicted growth class: medium | Model confidence: 92.6% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 27,2028,Predicted growth class: medium | Model confidence: 97.9% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 27,2029,Predicted growth class: medium | Model confidence: 97.9% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 27,2030,Predicted growth class: medium | Model confidence: 98.1% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 27,2031,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 27,2032,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 27,2033,Predicted growth class: medium | Model confidence: 98.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 27,2034,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 27,2035,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 27,2036,Predicted growth class: medium | Model confidence: 98.4% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 27,2037,Predicted growth class: medium | Model confidence: 98.4% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 27,2038,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 27,2039,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 27,2040,Predicted growth class: medium | Model confidence: 98.2% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 28,2025,Predicted growth class: high | Model confidence: 92.0% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 28,2026,Predicted growth class: high | Model confidence: 93.9% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 28,2027,Predicted growth class: high | Model confidence: 80.2% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 28,2028,Predicted growth class: high | Model confidence: 87.6% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 28,2029,Predicted growth class: high | Model confidence: 86.6% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 28,2030,Predicted growth class: high | Model confidence: 85.0% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 28,2031,Predicted growth class: high | Model confidence: 84.8% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 28,2032,Predicted growth class: high | Model confidence: 84.7% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 28,2033,Predicted growth class: high | Model confidence: 84.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 28,2034,Predicted growth class: high | Model confidence: 84.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 28,2035,Predicted growth class: high | Model confidence: 85.0% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 28,2036,Predicted growth class: high | Model confidence: 86.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 28,2037,Predicted growth class: high | Model confidence: 87.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 28,2038,Predicted growth class: high | Model confidence: 87.3% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 28,2039,Predicted growth class: high | Model confidence: 85.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 28,2040,Predicted growth class: high | Model confidence: 85.4% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 28 GIDC,2025,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 28 GIDC,2026,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 28 GIDC,2027,Predicted growth class: high | Model confidence: 98.8% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 28 GIDC,2028,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
