area_name,year,analysis
Sector 17,2020,"In 2020, around 34% of Sector 17 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2019 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 17 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 17,2021,"In 2021, around 34% of Sector 17 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 17 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 17,2022,"In 2022, around 35% of Sector 17 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 17 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 17,2023,"In 2023, around 35% of Sector 17 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.3% more land got covered. | There was a decent amount of greenery in Sector 17 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 17,2024,"In 2024, around 37% of Sector 17 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2023 and 2024 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 17 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2016,"In 2016, around 36% of Sector 17/ GEB Colony was covered with buildings and roads — still a lot of open space remaining. | Almost no greenery left in Sector 17/ GEB Colony by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 17/ GEB Colony was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2017,"In 2017, around 37% of Sector 17/ GEB Colony was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2016 to 2017 — just 0.9% more land got covered. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2018,"By 2018, more than half of Sector 17/ GEB Colony was built up (42%) — it had turned into a fairly developed neighbourhood. | Compared to 2017, construction jumped noticeably — about 4.4% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2019,"In 2019, around 39% of Sector 17/ GEB Colony was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.9% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2020,"In 2020, around 40% of Sector 17/ GEB Colony was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2021,"In 2021, around 39% of Sector 17/ GEB Colony was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2020 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2022,"By 2022, more than half of Sector 17/ GEB Colony was built up (41%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.6% more land was built on. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 17/ GEB Colony,2023,"By 2023, more than half of Sector 17/ GEB Colony was built up (42%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2022 to 2023 — just 0.8% more land got covered. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2023 — still some trees and open patches, not fully built over. | In 2023, Sector 17/ GEB Colony had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 17/ GEB Colony,2024,"By 2024, more than half of Sector 17/ GEB Colony was built up (42%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2023 to 2024 — just 0.4% more land got covered. | There was a decent amount of greenery in Sector 17/ GEB Colony in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/ GEB Colony was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2016,"In 2016, around 28% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | Almost no greenery left in Sector 17/TPS by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 17/TPS was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2017,"In 2017, around 28% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2016 to 2017 — just 0.7% more land got covered. | There was a decent amount of greenery in Sector 17/TPS in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2018,"In 2018, around 32% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 3.3% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 17/TPS in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2019,"In 2019, around 29% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.6% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 17/TPS in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2020,"In 2020, around 30% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.8% more land got covered. | There was a decent amount of greenery in Sector 17/TPS in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2021,"In 2021, around 30% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 17/TPS in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2022,"In 2022, around 30% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 17/TPS in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2023,"In 2023, around 30% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2022 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 17/TPS in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 17/TPS,2024,"In 2024, around 31% of Sector 17/TPS was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2023 and 2024 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 17/TPS in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 17/TPS was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2016,"In 2016, around 19% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Sector 18 by 2016 — most natural land had been replaced by construction. | Night-time activity in Sector 18 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2017,"In 2017, around 20% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.1% more land was built on. | Sector 18 still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2018,"In 2018, around 23% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 3.1% more land got built on. That is a big change for a single year. | Sector 18 still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2019,"In 2019, around 20% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.8% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 18 in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 18 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2020,"In 2020, around 21% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.3% more land got covered. | Sector 18 still had plenty of trees and green cover in 2020 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2021,"In 2021, around 20% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | Sector 18 still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2022,"In 2022, around 21% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.1% more land was built on. | Sector 18 still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2023,"In 2023, around 21% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2022 to 2023 — the area stayed almost exactly the same. | Sector 18 still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 18,2024,"In 2024, around 21% of Sector 18 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | Sector 18 still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | Night-time activity in Sector 18 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2016,"By 2016, more than half of Sector 19 was built up (54%) — it had turned into a fairly developed neighbourhood. | Green cover was getting thin in Sector 19 by 2016 — most natural land had been replaced by construction. | Night-time activity in Sector 19 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2017,"By 2017, more than half of Sector 19 was built up (58%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.0% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 19 in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 19 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2018,"By 2018, more than half of Sector 19 was built up (61%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2017 and 2018 — roughly 2.4% more land was built on. | There was a decent amount of greenery in Sector 19 in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 19 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2019,"By 2019, more than half of Sector 19 was built up (58%) — it had turned into a fairly developed neighbourhood. | The built-up reading fell by 2.2% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 19 in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 19 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2020,"By 2020, more than half of Sector 19 was built up (58%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2019 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 19 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 19 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2021,"By 2021, more than half of Sector 19 was built up (59%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2020 to 2021 — just 0.9% more land got covered. | There was a decent amount of greenery in Sector 19 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 19 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 19,2022,"By 2022, more than half of Sector 19 was built up (60%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.4% more land was built on. | There was a decent amount of greenery in Sector 19 in 2022 — still some trees and open patches, not fully built over. | In 2022, Sector 19 had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 19,2023,"By 2023, more than half of Sector 19 was built up (59%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2022 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 19 in 2023 — still some trees and open patches, not fully built over. | In 2023, Sector 19 had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 19,2024,"By 2024, more than half of Sector 19 was built up (58%) — it had turned into a fairly developed neighbourhood. | The built-up reading fell by 1.6% from 2023 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 19 in 2024 — still some trees and open patches, not fully built over. | In 2024, Sector 19 had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 2,2016,"In 2016, only about 5% of Sector 2 had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Sector 2 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2017,"In 2017, only about 5% of Sector 2 had buildings or roads on it — most of the area was still open land. | Barely any change from 2016 to 2017 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 2 in 2017 — still some trees and open patches, not fully built over. | In 2017, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2018,"In 2018, only about 5% of Sector 2 had buildings or roads on it — most of the area was still open land. | Barely any change from 2017 to 2018 — the area stayed almost exactly the same. | Sector 2 still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2019,"In 2019, only about 6% of Sector 2 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2018 to 2019 — just 0.8% more land got covered. | There was a decent amount of greenery in Sector 2 in 2019 — still some trees and open patches, not fully built over. | In 2019, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2020,"In 2020, only about 5% of Sector 2 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2019 (by about 0.8%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 2 in 2020 — still some trees and open patches, not fully built over. | In 2020, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2021,"In 2021, only about 6% of Sector 2 had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2020 to 2021 — just 0.4% more land got covered. | There was a decent amount of greenery in Sector 2 in 2021 — still some trees and open patches, not fully built over. | In 2021, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2022,"In 2022, only about 6% of Sector 2 had buildings or roads on it — most of the area was still open land. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 2 in 2022 — still some trees and open patches, not fully built over. | In 2022, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2023,"In 2023, only about 6% of Sector 2 had buildings or roads on it — most of the area was still open land. | Barely any change from 2022 to 2023 — the area stayed almost exactly the same. | Sector 2 still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 2,2024,"In 2024, only about 6% of Sector 2 had buildings or roads on it — most of the area was still open land. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 2 in 2024 — still some trees and open patches, not fully built over. | In 2024, Sector 2 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 20,2016,"In 2016, around 28% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Sector 20 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 20 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 20,2017,"In 2017, around 29% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.7% more land was built on. | There was a decent amount of greenery in Sector 20 in 2017 — still some trees and open patches, not fully built over. | In 2017, Sector 20 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 20,2018,"In 2018, around 32% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 2.6% more land was built on. | There was a decent amount of greenery in Sector 20 in 2018 — still some trees and open patches, not fully built over. | In 2018, Sector 20 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 20,2019,"In 2019, around 31% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 20 in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 20 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 20,2020,"In 2020, around 33% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Sector 20 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 20 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 20,2021,"In 2021, around 34% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Sector 20 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 20 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 20,2022,"In 2022, around 36% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.9% more land was built on. | There was a decent amount of greenery in Sector 20 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 20 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 20,2023,"In 2023, around 36% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.3% more land got covered. | Sector 20 still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | Night-time activity in Sector 20 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 20,2024,"In 2024, around 34% of Sector 20 was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 1.7% from 2023 — likely a satellite data anomaly rather than actual demolition. | Sector 20 still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | Night-time activity in Sector 20 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2016,"In 2016, around 21% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Sector 21 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 21 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 21,2017,"In 2017, around 25% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2016, construction jumped noticeably — about 4.2% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 21 in 2017 — still some trees and open patches, not fully built over. | In 2017, Sector 21 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 21,2018,"In 2018, around 30% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 4.7% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 21 in 2018 — still some trees and open patches, not fully built over. | In 2018, Sector 21 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 21,2019,"In 2019, around 32% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2018 and 2019 — roughly 2.4% more land was built on. | There was a decent amount of greenery in Sector 21 in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2020,"In 2020, around 35% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | Compared to 2019, construction jumped noticeably — about 3.2% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 21 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2021,"In 2021, around 34% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2020 (by about 1.1%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 21 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2022,"In 2022, around 34% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | There was a decent amount of greenery in Sector 21 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2023,"In 2023, around 36% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 2.4% more land was built on. | There was a decent amount of greenery in Sector 21 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 21,2024,"In 2024, around 34% of Sector 21 was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.2% from 2023 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Sector 21 in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Sector 21 was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2016,"By 2016, more than half of Sector 22 was built up (60%) — it had turned into a fairly developed neighbourhood. | Almost no greenery left in Sector 22 by 2016 — it was essentially all concrete, roads, and buildings. | Night-time activity in Sector 22 was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2017,"By 2017, more than half of Sector 22 was built up (64%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.0% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Sector 22 in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2018,"By 2018, Sector 22 was heavily developed — about 67% of the land was covered with buildings and roads. | A steady amount of new construction happened between 2017 and 2018 — roughly 2.1% more land was built on. | There was a decent amount of greenery in Sector 22 in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2019,"By 2019, Sector 22 was heavily developed — about 65% of the land was covered with buildings and roads. | The built-up area slightly shrank compared to 2018 (by about 1.1%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Sector 22 by 2019 — most natural land had been replaced by construction. | Night-time activity in Sector 22 was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2020,"By 2020, more than half of Sector 22 was built up (64%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2019 (by about 1.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 22 in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2021,"By 2021, Sector 22 was heavily developed — about 66% of the land was covered with buildings and roads. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.9% more land was built on. | There was a decent amount of greenery in Sector 22 in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2022,"By 2022, Sector 22 was heavily developed — about 66% of the land was covered with buildings and roads. | A small amount of new construction happened from 2021 to 2022 — just 0.4% more land got covered. | There was a decent amount of greenery in Sector 22 in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2023,"By 2023, Sector 22 was heavily developed — about 65% of the land was covered with buildings and roads. | The built-up area slightly shrank compared to 2022 (by about 0.8%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 22 in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Sector 22 was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Sector 22,2024,"By 2024, more than half of Sector 22 was built up (64%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Sector 22 in 2024 — still some trees and open patches, not fully built over. | In 2024, Sector 22 had decent night-time lighting — a lively mix of homes and shops active after dark."
Sector 23,2016,"In 2016, only about 9% of Sector 23 had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Sector 23 by 2016 — most natural land had been replaced by construction. | In 2016, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2017,"In 2017, only about 10% of Sector 23 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.3% more land was built on. | Sector 23 still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2018,"In 2018, only about 11% of Sector 23 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.1% more land was built on. | Sector 23 still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2019,"In 2019, only about 13% of Sector 23 had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2018 and 2019 — roughly 1.6% more land was built on. | Sector 23 still had plenty of trees and green cover in 2019 — a lot of land was natural and untouched. | In 2019, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Sector 23,2020,"In 2020, only about 12% of Sector 23 had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2019 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Sector 23 still had plenty of trees and green cover in 2020 — a lot of land was natural and untouched. | In 2020, Sector 23 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
